Are you self-employed?,How many employees?,Is employer primarily a tech company?,Are mental health benefits provided as part of healthcare?,Do employer provide resources related to mental health concerns?,What reason would you provide for asking a leave for mental health issue? ,Does discussion with employer about mental health issues have negative consequence?,Does discussion with employer about physical health issues have negative consequence?,Feel comfortable discussing mental health issues with co-worker?,Feel comfortable discussing mental health issues with direct supervisor?,Aware of local/online resources to seek help for mental health issue?,Is the productivity affected by mental health issue?,What percentage of time is affected by mental health issue?,Do you currently have a mental health disorder?,What condition(s) of mental health issue have you been diagnosed with?,Have you sought help from professional for mental health issue?,Do you feel mental health issue interferes with work when being treated?,Do you feel mental health issue interferes with work when not being treated?,What is your age?,What is your gender?,What country do you live in?,Do you work remotely?,Is your primary role within your company related to tech/IT?,Do you know options for mental health care under employer-provided coverage?  ,Has your employer ever formally discussed mental health?,Is anonymity protected for treatment of mental health issues under employer benefits?,Do employer treat mental health and physical health equally?,Do you have private/state medical coverage for treatment of mental health issues?,Does being identified as a person with mental health issue would hurt your career?,Do you have a family history of mental illness?
0,26-100,1.0,No,No,I don't know,Yes,Yes,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Sometimes,Sometimes,36,Male,Pakistan,Always,,No,Yes,I don't know,I don't know,,Maybe,Yes
1,,,,,,,,,,"No, I don't know any",Yes,1-25%,No,,0,Not applicable to me,Often,30,Male,United Kingdom,Always,,,,,,1.0,"Yes, I think it would",No
0,26-100,1.0,I don't know,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,28,Male,United States of America,Sometimes,,I am not sure,No,I don't know,No,,"No, I don't think it would",Yes
0,More than 1000,0.0,I don't know,No,Somewhat difficult,Maybe,Maybe,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,37,Male,United States of America,Sometimes,1.0,No,No,I don't know,No,,"Yes, I think it would",Yes
0,6-25,0.0,Not eligible for coverage,No,Somewhat difficult,Yes,No,No,No,,,,Yes,Attention Deficit Hyperactivity Disorder,0,Rarely,Often,23,Female,United States of America,Sometimes,0.0,Yes,No,Yes,I don't know,,"Yes, I think it would",Yes
1,,,,,,,,,,"No, I don't know any",Not applicable to me,,No,,0,Not applicable to me,Not applicable to me,37,Male,United Kingdom,Sometimes,,,,,,0.0,Maybe,Yes
1,,,,,,,,,,I know some,Yes,51-75%,Yes,"Psychotic Disorder (Schizophrenia, Schizoaffective, etc)",1,Often,Often,42,Male,Netherlands,Always,,,,,,1.0,"Yes, it has",No
0,More than 1000,0.0,Yes,Yes,Neither easy nor difficult,No,No,Maybe,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder|Dissociative Disorder",1,Sometimes,Often,32,Male,United States of America,Never,1.0,Yes,Yes,Yes,Yes,,Maybe,Yes
0,1-5,1.0,No,I don't know,Somewhat difficult,No,No,No,Maybe,,,,Maybe,,0,Not applicable to me,Not applicable to me,28,Male,Canada,Always,,,I don't know,I don't know,I don't know,,Maybe,I don't know
0,More than 1000,0.0,I don't know,I don't know,Neither easy nor difficult,No,No,No,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Sometimes,Sometimes,28,Male,United Kingdom,Never,1.0,I am not sure,No,I don't know,I don't know,,Maybe,Yes
0,More than 1000,1.0,Yes,I don't know,Somewhat easy,Maybe,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder",1,Sometimes,Often,29,Male,United States of America,Never,,Yes,No,I don't know,No,,"Yes, I think it would",Yes
0,100-500,1.0,I don't know,I don't know,I don't know,No,No,Yes,Yes,,,,Maybe,,0,Sometimes,Often,35,Male,United States of America,Always,,I am not sure,No,I don't know,Yes,,"Yes, I think it would",No
1,,,,,,,,,,"Yes, I know several",Yes,26-50%,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,31,Female,United States of America,Sometimes,,,,,,1.0,"Yes, it has",Yes
1,,,,,,,,,,I know some,Yes,1-25%,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,46,Female,United States of America,Never,,,,,,1.0,"Yes, I think it would",Yes
1,,,,,,,,,,"Yes, I know several",Unsure,,Maybe,,1,Rarely,Sometimes,19,Male,United States of America,Sometimes,,,,,,1.0,Maybe,I don't know
0,500-1000,1.0,Not eligible for coverage,Yes,Somewhat easy,No,No,Yes,Yes,,,,Maybe,,0,Not applicable to me,Not applicable to me,35,Male,Sweden,Always,,I am not sure,Yes,Yes,Yes,,"No, I don't think it would",I don't know
0,More than 1000,0.0,Yes,Yes,Somewhat easy,No,No,Yes,Yes,,,,No,,0,Rarely,Never,31,Male,United Kingdom,Sometimes,1.0,I am not sure,No,Yes,I don't know,,"No, I don't think it would",I don't know
1,,,,,,,,,,"No, I don't know any",Unsure,,No,,0,Not applicable to me,Not applicable to me,31,Male,United States of America,Sometimes,,,,,,0.0,Maybe,No
0,More than 1000,1.0,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,37,Male,Canada,Always,,Yes,Yes,Yes,Yes,,"Yes, I think it would",No
0,6-25,1.0,I don't know,Yes,Very easy,No,No,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Often,34,Female,United States of America,Sometimes,,I am not sure,Yes,Yes,Yes,,Maybe,Yes
0,26-100,1.0,Yes,No,Very easy,No,No,Maybe,Yes,,,,No,,1,Never,Sometimes,39,Female,United States of America,Sometimes,,Yes,No,I don't know,I don't know,,"No, I don't think it would",Yes
1,,,,,,,,,,I know some,Unsure,,No,,1,Not applicable to me,Sometimes,29,Female,United States of America,Always,,,,,,1.0,"Yes, I think it would",Yes
0,100-500,1.0,Yes,No,Somewhat difficult,Maybe,No,No,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,29,Female,United States of America,Always,,Yes,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,More than 1000,1.0,Yes,Yes,Very easy,No,No,Yes,Yes,,,,No,,1,Never,Sometimes,63,Male,United States of America,Sometimes,,I am not sure,No,Yes,No,,Maybe,Yes
1,,,,,,,,,,I know some,Yes,26-50%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Dissociative Disorder",1,Rarely,Often,45,Male,Australia,Never,,,,,,0.0,Maybe,No
1,,,,,,,,,,"No, I don't know any",Yes,26-50%,Maybe,,0,Sometimes,Sometimes,35,Male,Greece,Always,,,,,,0.0,"No, I don't think it would",I don't know
1,,,,,,,,,,"Yes, I know several",Yes,26-50%,Maybe,,1,Often,Sometimes,32,Male,United Kingdom,Always,,,,,,0.0,"Yes, I think it would",Yes
1,,,,,,,,,,"No, I don't know any",Unsure,,No,,0,Not applicable to me,Not applicable to me,44,Male,United States of America,Always,,,,,,0.0,"Yes, I think it would",I don't know
0,More than 1000,0.0,No,No,Very difficult,Yes,Yes,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Stress Response Syndromes",1,Often,Often,28,Other,United Kingdom,Never,1.0,,No,I don't know,No,,"Yes, it has",Yes
1,,,,,,,,,,I know some,Unsure,,Maybe,,1,Not applicable to me,Not applicable to me,39,Male,Ireland,Sometimes,,,,,,0.0,Maybe,No
1,,,,,,,,,,"Yes, I know several",Yes,26-50%,Maybe,,1,Rarely,Often,55,Female,United States of America,Sometimes,,,,,,1.0,"Yes, I think it would",Yes
1,,,,,,,,,,"Yes, I know several",Yes,26-50%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,33,Female,United States of America,Sometimes,,,,,,1.0,"Yes, I think it would",Yes
0,6-25,1.0,No,No,Very easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,19,Male,India,Always,,No,No,No,Yes,,Maybe,No
0,More than 1000,1.0,Yes,No,Somewhat easy,Maybe,No,No,No,,,,Maybe,,0,Rarely,Often,40,Male,United States of America,Always,,No,No,Yes,No,,"Yes, I think it would",Yes
0,More than 1000,0.0,Yes,Yes,Very easy,Maybe,No,Maybe,Yes,,,,No,,1,Never,Sometimes,49,Female,United States of America,Sometimes,1.0,Yes,Yes,Yes,I don't know,,"No, I don't think it would",Yes
0,6-25,1.0,Not eligible for coverage,Yes,Very easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,27,Female,Australia,Sometimes,,,Yes,Yes,Yes,,Maybe,I don't know
0,More than 1000,0.0,Yes,Yes,Somewhat easy,Maybe,No,No,No,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",1,Sometimes,Often,39,Male,United States of America,Never,1.0,Yes,No,Yes,No,,"Yes, it has",Yes
0,More than 1000,0.0,I don't know,Yes,Neither easy nor difficult,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Sometimes,35,Male,United Kingdom,Never,1.0,I am not sure,Yes,Yes,Yes,,"No, I don't think it would",No
0,26-100,1.0,I don't know,I don't know,I don't know,Maybe,Maybe,Maybe,Maybe,,,,Maybe,,0,Rarely,Sometimes,35,Male,United States of America,Sometimes,,No,No,I don't know,I don't know,,Maybe,I don't know
0,26-100,1.0,Yes,No,Very difficult,Maybe,Maybe,Maybe,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Often,42,Female,United States of America,Sometimes,,I am not sure,No,I don't know,No,,"Yes, it has",I don't know
0,6-25,1.0,Yes,No,Very easy,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,35,Male,Canada,Sometimes,,Yes,Yes,Yes,Yes,,"No, I don't think it would",No
0,100-500,1.0,I don't know,I don't know,Somewhat difficult,No,No,Maybe,Yes,,,,No,,1,Sometimes,Often,31,Female,United States of America,Sometimes,,No,No,I don't know,Yes,,"Yes, I think it would",I don't know
1,,,,,,,,,,I know some,Yes,1-25%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Post-traumatic Stress Disorder|Stress Response Syndromes",1,Sometimes,Sometimes,44,Male,United Kingdom,Always,,,,,,1.0,Maybe,Yes
0,100-500,1.0,Yes,No,I don't know,Maybe,Maybe,No,No,,,,Maybe,,1,Sometimes,Sometimes,39,Male,United States of America,Sometimes,,Yes,No,I don't know,I don't know,,Maybe,I don't know
1,,,,,,,,,,"No, I don't know any",Unsure,,No,,0,Not applicable to me,Not applicable to me,32,Male,Canada,Always,,,,,,1.0,Maybe,I don't know
0,More than 1000,1.0,I don't know,I don't know,Somewhat easy,Maybe,Maybe,No,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,45,Male,New Zealand,Sometimes,,I am not sure,No,I don't know,Yes,,Maybe,No
1,,,,,,,,,,"No, I don't know any",Unsure,,No,,1,Not applicable to me,Not applicable to me,31,Male,United States of America,Sometimes,,,,,,0.0,"Yes, I think it would",No
1,,,,,,,,,,"No, I don't know any",Yes,26-50%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Sometimes,47,Female,United States of America,Sometimes,,,,,,1.0,Maybe,Yes
0,26-100,1.0,No,No,Somewhat difficult,Maybe,No,No,Maybe,,,,No,,1,Not applicable to me,Not applicable to me,29,Male,United States of America,Sometimes,,I am not sure,No,I don't know,No,,Maybe,Yes
0,6-25,1.0,Yes,No,I don't know,No,No,Yes,Yes,,,,No,,1,Never,Often,20,Male,United States of America,Always,,No,No,I don't know,Yes,,"No, I don't think it would",Yes
0,100-500,1.0,Not eligible for coverage,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,34,Male,United States of America,Never,,,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,500-1000,1.0,Not eligible for coverage,Yes,Very easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Stress Response Syndromes",1,Rarely,Often,33,Other,United Kingdom,Never,,,Yes,Yes,Yes,,"No, I don't think it would",No
1,,,,,,,,,,I know some,Yes,26-50%,Maybe,,1,Sometimes,Often,56,Female,United States of America,Always,,,,,,1.0,Maybe,Yes
1,,,,,,,,,,I know some,Unsure,,Yes,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",0,Rarely,Not applicable to me,35,Male,Canada,Sometimes,,,,,,0.0,"Yes, I think it would",Yes
0,100-500,1.0,Yes,I don't know,I don't know,Yes,No,No,No,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,31,Male,United States of America,Sometimes,,Yes,No,I don't know,I don't know,,"Yes, I think it would",Yes
0,More than 1000,1.0,Yes,Yes,Very easy,Maybe,No,Yes,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder|Addictive Disorder",1,Rarely,Often,36,Male,United States of America,Sometimes,,Yes,Yes,Yes,I don't know,,"No, it has not",Yes
0,100-500,1.0,Yes,Yes,Somewhat easy,Maybe,Maybe,No,No,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",0,Not applicable to me,Not applicable to me,30,Male,United States of America,Always,,Yes,No,No,I don't know,,Maybe,Yes
0,More than 1000,0.0,Yes,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,,,,Maybe,,1,Rarely,Sometimes,44,Female,United States of America,Never,1.0,I am not sure,No,Yes,No,,"Yes, I think it would",Yes
0,1-5,1.0,I don't know,No,Somewhat easy,Maybe,Maybe,Maybe,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,23,Female,United States of America,Sometimes,,I am not sure,No,I don't know,Yes,,"Yes, I think it would",I don't know
0,More than 1000,0.0,Yes,Yes,I don't know,Maybe,No,No,No,,,,No,,0,Not applicable to me,Not applicable to me,46,Male,United States of America,Never,1.0,No,No,I don't know,No,,"Yes, I think it would",No
0,100-500,1.0,Yes,No,Very easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Sometimes,33,Female,United States of America,Always,,Yes,No,I don't know,No,,Maybe,Yes
0,500-1000,0.0,Yes,No,Somewhat easy,Yes,Maybe,Maybe,No,,,,Maybe,,1,Rarely,Sometimes,32,Female,United States of America,Never,0.0,Yes,No,Yes,No,,"Yes, I think it would",Yes
1,,,,,,,,,,I know some,Yes,51-75%,Maybe,,1,Sometimes,Sometimes,45,Male,Australia,Sometimes,,,,,,0.0,"Yes, it has",No
0,6-25,1.0,No,No,Neither easy nor difficult,No,No,Yes,Yes,,,,Yes,Sexual addiction,1,Never,Often,26,Male,United States of America,Sometimes,,No,No,I don't know,Yes,,"No, I don't think it would",I don't know
1,,,,,,,,,,I know some,Unsure,,No,,0,Not applicable to me,Not applicable to me,32,Female,United States of America,Always,,,,,,1.0,Maybe,No
0,More than 1000,1.0,I don't know,I don't know,Very easy,No,No,Maybe,No,,,,No,,0,Not applicable to me,Not applicable to me,28,Other,United States of America,Sometimes,,I am not sure,No,I don't know,I don't know,,Maybe,No
1,,,,,,,,,,I know some,Yes,1-25%,No,,0,Not applicable to me,Not applicable to me,44,Male,United States of America,Sometimes,,,,,,1.0,Maybe,No
1,,,,,,,,,,"Yes, I know several",Yes,51-75%,Maybe,,0,Not applicable to me,Often,42,Male,United Kingdom,Always,,,,,,1.0,"Yes, it has",Yes
0,More than 1000,1.0,Yes,Yes,Somewhat difficult,Maybe,Maybe,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,30,Male,United States of America,Sometimes,,No,I don't know,I don't know,Yes,,Maybe,No
0,6-25,1.0,I don't know,I don't know,Somewhat difficult,Yes,Maybe,No,No,,,,Maybe,,1,Not applicable to me,Often,28,Female,United States of America,Sometimes,,No,No,I don't know,Yes,,"Yes, I think it would",Yes
0,100-500,1.0,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,31,Male,Canada,Always,,Yes,I don't know,Yes,I don't know,,"No, it has not",Yes
0,100-500,1.0,Yes,No,Somewhat difficult,Maybe,No,No,Maybe,,,,Maybe,,0,Not applicable to me,Not applicable to me,29,Male,United States of America,Sometimes,,No,No,I don't know,No,,Maybe,I don't know
0,26-100,1.0,I don't know,No,Somewhat easy,Maybe,No,No,No,,,,Maybe,,0,Not applicable to me,Not applicable to me,33,Male,United States of America,Sometimes,,No,No,I don't know,No,,Maybe,No
0,More than 1000,1.0,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Rarely,Sometimes,43,Female,United States of America,Always,,Yes,I don't know,Yes,Yes,,"Yes, I think it would",Yes
0,100-500,1.0,I don't know,Yes,Very easy,No,No,Maybe,Yes,,,,Maybe,,0,Never,Sometimes,28,Male,Australia,Always,,I am not sure,Yes,I don't know,Yes,,Maybe,No
1,,,,,,,,,,"No, I don't know any",Yes,26-50%,Maybe,,0,Sometimes,Often,42,Other,United Kingdom,Always,,,,,,0.0,"Yes, I think it would",I don't know
0,100-500,1.0,Yes,No,Neither easy nor difficult,Maybe,No,No,Maybe,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Addictive Disorder",1,Rarely,Often,38,Male,United States of America,Always,,I am not sure,No,I don't know,I don't know,,Maybe,Yes
0,6-25,0.0,Yes,No,Somewhat easy,Maybe,No,Maybe,No,,,,Maybe,,1,Never,Sometimes,30,Male,United States of America,Sometimes,1.0,Yes,No,Yes,I don't know,,"Yes, I think it would",No
1,,,,,,,,,,"Yes, I know several",Yes,51-75%,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Often,51,Female,United States of America,Sometimes,,,,,,1.0,"Yes, I think it would",Yes
0,26-100,1.0,I don't know,I don't know,Somewhat easy,Maybe,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,48,Female,United States of America,Never,,No,No,I don't know,No,,"Yes, I think it would",No
1,,,,,,,,,,I know some,Unsure,,Maybe,,0,Not applicable to me,Not applicable to me,39,Male,New Zealand,Always,,,,,,0.0,Maybe,I don't know
0,6-25,1.0,No,No,Neither easy nor difficult,Yes,Maybe,No,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,28,Male,Australia,Sometimes,,No,No,I don't know,I don't know,,"Yes, I think it would",No
0,100-500,1.0,Yes,Yes,Somewhat easy,Maybe,No,Maybe,Yes,,,,Maybe,,1,Rarely,Often,37,Male,United States of America,Always,,Yes,Yes,Yes,I don't know,,"Yes, I think it would",Yes
0,More than 1000,1.0,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,Yes,Maybe,,,,No,,1,Sometimes,Sometimes,33,Male,United States of America,Sometimes,,No,I don't know,I don't know,I don't know,,"Yes, I think it would",I don't know
0,6-25,1.0,Not eligible for coverage,No,Somewhat difficult,Yes,Yes,No,Yes,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",1,Not applicable to me,Often,21,Male,Australia,Never,,,No,I don't know,I don't know,,"Yes, it has",No
0,26-100,0.0,Yes,No,Very difficult,Yes,Yes,No,No,,,,No,,1,Rarely,Often,25,Male,United States of America,Sometimes,1.0,I am not sure,No,I don't know,No,,"Yes, I think it would",Yes
1,,,,,,,,,,"No, I don't know any",Not applicable to me,,No,,0,Not applicable to me,Not applicable to me,15,Male,Canada,Sometimes,,,,,,0.0,"No, I don't think it would",No
0,100-500,1.0,Yes,No,Somewhat difficult,Maybe,Maybe,Maybe,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder|Addictive Disorder",1,Sometimes,Often,40,Male,United States of America,Always,,No,No,I don't know,No,,"Yes, it has",Yes
0,100-500,0.0,No,No,Neither easy nor difficult,Maybe,No,No,Maybe,,,,Maybe,,1,Not applicable to me,Often,30,Female,Canada,Sometimes,1.0,I am not sure,No,I don't know,I don't know,,"Yes, I think it would",Yes
1,,,,,,,,,,"No, I don't know any",Yes,26-50%,Maybe,,0,Sometimes,Sometimes,27,Male,Romania,Always,,,,,,0.0,"Yes, I think it would",I don't know
0,1-5,1.0,No,No,Very easy,No,Maybe,Maybe,No,,,,No,,0,Never,Never,25,Male,India,Never,,No,No,No,I don't know,,"Yes, I think it would",No
0,More than 1000,1.0,Yes,No,Somewhat easy,Maybe,No,Yes,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,38,Male,Germany,Sometimes,,I am not sure,No,Yes,I don't know,,Maybe,No
0,100-500,0.0,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,,,,Maybe,,1,Rarely,Often,24,Male,United Kingdom,Never,1.0,No,No,I don't know,I don't know,,"No, I don't think it would",Yes
0,6-25,1.0,Not eligible for coverage,No,Somewhat difficult,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,23,Male,United Kingdom,Never,,,No,I don't know,No,,"Yes, I think it would",No
1,,,,,,,,,,I know some,Yes,1-25%,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Post-traumatic Stress Disorder",1,Rarely,Sometimes,39,Female,United Kingdom,Always,,,,,,1.0,"Yes, it has",Yes
0,6-25,1.0,I don't know,No,Neither easy nor difficult,Maybe,No,Yes,No,,,,No,,0,Not applicable to me,Not applicable to me,26,Male,United States of America,Sometimes,,I am not sure,No,Yes,I don't know,,Maybe,No
0,More than 1000,0.0,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,,,,No,,0,Rarely,Not applicable to me,43,Male,United Kingdom,Never,1.0,I am not sure,No,I don't know,Yes,,Maybe,No
0,6-25,1.0,I don't know,No,Very easy,No,No,Maybe,Maybe,,,,Maybe,,0,Not applicable to me,Sometimes,30,Male,New Zealand,Always,,I am not sure,No,I don't know,I don't know,,"No, I don't think it would",Yes
1,,,,,,,,,,I know some,Yes,76-100%,Yes,"Combination of physical impairment (strongly near-sighted) with a possibly mental one (MCD / ""ADHD"", though its actually a stimulus filtering impairment)",1,Sometimes,Rarely,35,Male,Other,Always,,,,,,1.0,"Yes, I think it would",No
0,26-100,0.0,I don't know,No,Very difficult,Maybe,No,No,No,,,,Maybe,,0,Not applicable to me,Sometimes,40,Male,United Kingdom,Sometimes,1.0,No,No,I don't know,I don't know,,"Yes, I think it would",I don't know
0,26-100,0.0,Yes,No,Very difficult,Maybe,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,Not applicable to me,Often,33,Female,United Kingdom,Never,1.0,No,No,I don't know,No,,"Yes, I think it would",Yes
1,,,,,,,,,,"Yes, I know several",Yes,1-25%,Maybe,,1,Rarely,Sometimes,35,Male,Brunei,Sometimes,,,,,,0.0,"No, I don't think it would",No
0,6-25,1.0,No,No,I don't know,Yes,Maybe,No,No,,,,No,,0,Not applicable to me,Not applicable to me,22,Male,United Kingdom,Never,,No,No,I don't know,I don't know,,"Yes, I think it would",I don't know
0,100-500,1.0,Yes,Yes,I don't know,Maybe,No,Maybe,Maybe,,,,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Sometimes,28,Male,United States of America,Always,,I am not sure,I don't know,I don't know,I don't know,,Maybe,Yes
0,More than 1000,1.0,Yes,No,Very difficult,Maybe,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,39,Male,United States of America,Sometimes,,Yes,No,No,No,,"Yes, I think it would",Yes
0,100-500,1.0,I don't know,I don't know,Very easy,No,No,Yes,Yes,,,,No,,0,Not applicable to me,Not applicable to me,33,Male,United States of America,Always,,No,I don't know,I don't know,Yes,,"No, I don't think it would",I don't know
1,,,,,,,,,,"No, I don't know any",Not applicable to me,,No,,0,Not applicable to me,Not applicable to me,25,Female,United Kingdom,Always,,,,,,1.0,"No, I don't think it would",No
0,6-25,1.0,I don't know,No,I don't know,No,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,37,Male,United States of America,Sometimes,,I am not sure,No,I don't know,I don't know,,"Yes, I think it would",No
0,500-1000,1.0,I don't know,Yes,I don't know,Maybe,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,41,Female,France,Never,,No,No,I don't know,No,,"Yes, I think it would",Yes
0,More than 1000,1.0,Yes,I don't know,Somewhat easy,No,No,No,No,,,,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)",0,Rarely,Sometimes,30,Female,United States of America,Sometimes,,I am not sure,No,I don't know,I don't know,,Maybe,Yes
0,More than 1000,1.0,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,42,Male,United States of America,Sometimes,,Yes,Yes,Yes,Yes,,"No, I don't think it would",Yes
0,6-25,1.0,Yes,No,Somewhat difficult,No,No,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,52,Male,United States of America,Sometimes,,No,No,I don't know,Yes,,Maybe,No
0,26-100,1.0,No,No,Somewhat easy,No,No,Maybe,Maybe,,,,No,,0,Sometimes,Often,30,Male,Romania,Always,,No,No,I don't know,I don't know,,Maybe,No
0,500-1000,1.0,Yes,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,,,,Yes,Attention Deficit Hyperactivity Disorder,1,Rarely,Sometimes,35,Male,United States of America,Sometimes,,Yes,No,Yes,I don't know,,Maybe,I don't know
0,26-100,1.0,I don't know,No,I don't know,No,No,Maybe,No,,,,No,,1,Not applicable to me,Not applicable to me,24,Male,United States of America,Sometimes,,No,No,I don't know,No,,"Yes, I think it would",No
0,6-25,1.0,I don't know,I don't know,Somewhat easy,No,No,Maybe,Yes,,,,No,,0,Not applicable to me,Not applicable to me,39,Male,United States of America,Sometimes,,I am not sure,I don't know,I don't know,I don't know,,Maybe,I don't know
0,6-25,1.0,Yes,No,Very difficult,Yes,Maybe,Maybe,Maybe,,,,No,,0,Not applicable to me,Not applicable to me,34,Male,United States of America,Sometimes,,I am not sure,No,I don't know,Yes,,"Yes, I think it would",Yes
1,,,,,,,,,,"No, I don't know any",Unsure,,No,,1,Not applicable to me,Not applicable to me,32,Male,United States of America,Always,,,,,,0.0,"Yes, I think it would",Yes
1,,,,,,,,,,I know some,Yes,1-25%,Maybe,,1,Never,Often,25,Other,United Kingdom,Sometimes,,,,,,1.0,"Yes, I think it would",Yes
0,26-100,0.0,No,No,Very difficult,Yes,Yes,No,No,,,,Maybe,,0,Often,Often,43,Male,Poland,Never,1.0,No,No,No,No,,"Yes, I think it would",I don't know
